A list of all the names already used for the levels.
Please choose different names.
=====================================================

             Name                 Collection    Num.
Summer Camp                     Challenge-I     0311
Summer feeling                  Sokoban-I       1195
Summer Game                     Challenge-IV    0476
Summer Hunt                     Challenge-I     1262
Summer in Poland                Challenge-III   0305
Summer of '69                   LaserTank       1435
Summer Surf                     Challenge-III   1385
Summertime Mirrors              Challenge-IV    0025
Sunday 3pm In The Park          Sokoban-I       1513
Sunk Ship In The Sea            Challenge-I     0366
Sunken pyramid                  Sokoban-I       0975
Sunken Ship                     Sokoban-I       0671
sunken tank                     Beginner-I      1840
Sunlight Crystal                Sokoban-I       1029
Sunlight Sokoban                Sokoban-I       1042
Sunny 4 Ever                    Beginner-I      0800
Sunny 4 Ever 2                  Beginner-I      0801
Sunoco                          Beginner-II     1192
sunshine forever                Challenge-III   1854
Super 1                         LaserTank       1208
super arena!!!                  Beginner-II     0716
Super Duper Scooter Dooter      Challenge-IV    1786
Super Easy 1                    Challenge-II    0517
Super Easy 2                    Challenge-II    0519
Super Easy 3                    Challenge-II    0520
super easy-75846                Challenge-V     0074
SUPER ELEMENTARY-8876           Challenge-V     0221
Super fast                      Beginner-II     0414
Super Faster                    Challenge-III   0370
Super G                         LaserTank       0679
Super game                      Special-I       0254
Super Hard River                LaserTank       1698
Super level                     Beginner-I      1931
Super Snake                     Beginner-II     0037
Super socoban                   Beginner-I      1416
Super teenballs                 Sokoban-I       0498
Super Tunnels                   Challenge-II    1273
Super Tunnels II                Challenge-II    1274
Superbeing                      Sokoban-II      0638
Superconducting Ring            Special-I       0486
super-easy-6                    Challenge-V     0007
super-elementary-4              Challenge-V     0002
Supermarket Checkout            Sokoban-I       1852
Supermarket Sweep               Challenge-III   1907
Supernoval Destiny              Sokoban-II      0224
Superposai                      Sokoban-I       1721
Super-Puzzle-Solvers            Challenge-III   0441
super-simple plan1              Challenge-IV    1860
super-simple plan22             Challenge-IV    1859
Supersized + Superimposed       Challenge-IV    1907
Suposerais                      Sokoban-I       1883
Supply Dump                     Challenge-IV    0122
Supply Dumps                    Sokoban-II      0935
Supporters support              Sokoban-I       1091
Suprer Duprer                   Beginner-I      1915
Supstitution                    Challenge-I     0223
Surf Reaction                   Sokoban-I       1242
Surface shuttle                 Challenge-II    1666
Surfer : version 999            Challenge-V     0427
Surfer sur le feu               Challenge-V     0314
Surfing at the beach            Sokoban-I       1192
Surfing on the Beach            Challenge-I     0312
Surfing USA                     Beginner-II     0503
surmortalité                    Challenge-III   1896
Surprise !                      Challenge-III   0812
Surronded by Ice Castle         Beginner-I      1630
Surrounded                      LaserTank       1462
Surrounded :-)                  Beginner-II     0505
Surrounded I                    Beginner-II     0131
Surrounded II                   LaserTank       1468
Surrounded III                  LaserTank       1725
Surrounded IV                   Beginner-I      1510
Surrounded Oreo On Ice          Sokoban-I       1705
Surrounded!                     LaserTank       0047
Surrounded1                     Beginner-I      0165
Surrounded2                     Beginner-I      0179
Surrounded3                     Beginner-I      0186
Surseoira                       Challenge-III   1658
Survival test                   Challenge-II    1884
SUSAH? MAKAN PERMEN.            LaserTank       0316
Susi and Mandy                  Challenge-I     0227
Suspect...                      Beginner-I      0598
Suspect... II                   Beginner-I      0630
Suspension.                     Challenge-IV    1407
Suspicion.                      Challenge-IV    1191
Sustainable Shootings           Challenge-III   0997
Sustained Fusion                Challenge-IV    0502
Sustentation.                   Sokoban-II      0694
Suth lake                       LaserTank       0609
Su-Zakana                       Beginner-II     1356
Su-Zakana 2                     Challenge-V     0579
Su-Zakana 3                     Challenge-V     0584
Su-Zakana 4                     Challenge-V     0611
Suzumiya Haruhi no Yuutsu       Challenge-IV    1024
Svarten is the best             LaserTank       1824
Sven Egevad Soko 181            Sokoban-I       1231
Sven Egevad Soko 185            Sokoban-I       1160
Sven Egevad Soko 203            Sokoban-I       1161
Sven Egevad Soko 211            Sokoban-I       1162
Sven Egevad Soko 212            Sokoban-I       1163
Sven Egevad Soko 251            Sokoban-I       1232
Sven Egevad's Chall-I #1273     Challenge-II    1840
Swamp Mess                      LaserTank       0068
Swamp Reduction                 Sokoban-I       1915
Swamp Seduction                 Challenge-IV    1367
Swamp thing                     LaserTank       0061
Swamp Thing II                  LaserTank       0116
Swartpuntia                     Challenge-IV    0515
Swastika                        Challenge-I     0892
Sweep and Clean!                Challenge-I     1837
Sweep swamp                     Beginner-I      1846
Sweet dreams                    Challenge-I     1254
Sweet Hearts                    Beginner-II     0615
Sweet Parting                   Challenge-III   1825
sweet virgin                    Challenge-IV    1671
Sweet!                          Beginner-II     0704
Sweetheights                    Challenge-IV    1026
Sweetly...                      Sokoban-I       1329
Sweetzerland 2002               Beginner-I      1277
Swim, Skate, Or Walk?           Challenge-III   1518
Swimming Lessons                Challenge-III   0060
Swimming Pool                   Challenge-I     0006
Swimming Pool 2                 Challenge-I     0099
Swimming pool 3                 Sokoban-I       1269
Swimming Race                   LaserTank       0794
Swimming Robot                  Sokoban-I       1483
swim-swin-swim!                 Beginner-II     0149
Swingback-1                     Challenge-I     0901
Swingback-2                     Challenge-I     0911
Swingback-3                     Challenge-I     0939
Swinging Alleys                 LaserTank       1731
Swinningpool!                   LaserTank       1642
Swir III                        Challenge-III   1617
Swirl                           Challenge-I     0550
Swirl II                        Beginner-II     0188
Swirley                         Beginner-I      0907
Switch                          Challenge-III   0104
Switch Boxes                    Challenge-V     0027
Sword of Damocles               Challenge-II    1432
Sydney 2000: Athletics 2        Challenge-V     0326
Syklonban                       Sokoban-II      1110
Symetrie 001                    Challenge-II    1191
Symm                            LaserTank       1288
Symmetric 24                    Sokoban-I       0344
Symmetric Sokoban               Sokoban-I       0249
Symmetrical knot                Challenge-II    0200
Symmetrical knot II             Beginner-I      0774
Symmetricallity                 LaserTank       0878
Symmetry                        LaserTank       0689
Symmetry (skoro)                LaserTank       0194
Symmetry 2                      Challenge-II    1595
Symmetry II                     Challenge-I     1727
SymSoko                         Sokoban-I       1923
Sync                            Sokoban-I       0869
Synchpoint                      Challenge-IV    0521
Syncopated Pulsing              Sokoban-II      0533
Syncopation                     Challenge-II    1207
Syne zee paipaz                 Challenge-I     1588
Synergic elements               Challenge-III   1065
Synwerk                         Beginner-II     1034
Syrah                           Challenge-IV    1500
System                          Challenge-II    1521
SYSTEM FAILURE                  Beginner-II     1181
T                               Challenge-II    1196
T"R"AX                          Beginner-I      0314
T. E. L.                        Beginner-I      0628
T42                             Challenge-III   1769
T5 Anti-Tanks                   Sokoban-II      0663
Ta(nk)ctics                     Challenge-II    1636
Tab Reduction                   Challenge-IV    0688
Tableau                         Challenge-II    1875
Tableau RV                      Challenge-I     1781
Tablecloth                      Beginner-II     0035
Tactical Course                 Challenge-II    0657
Tactical Evasions               Challenge-III   1471
tactical moves                  LaserTank       0027
Tactical moves only.            LaserTank       0282
Tactical Operation              Challenge-I     0738
Tactical Operation II           Challenge-I     0793
Tactical Operation III          Challenge-I     0796
Tactical Operation IV           Challenge-I     0797
Tactics Crystal                 Challenge-II    1637
Tafl                            Challenge-III   0530
Tag Reduction                   Beginner-II     0958
Tag Seduction                   Challenge-IV    0356
Tah-Dah                         Challenge-I     1647
Taiwan - professors hut         LaserTank       1154
Taj Mahal                       Challenge-III   0249
Tajine pour micro-onde          Challenge-I     0236
Take a pacience!                Sokoban-I       0199
TAKE A RIDE                     Challenge-I     0467
Take a walk                     Challenge-I     1819
Take care of the ice            LaserTank       1877
Take five                       Challenge-II    0110
Take it away                    LaserTank       1441
take one step forward!          Challenge-I     1880
Take The Block Around Final     Special-I       0074
Take The Block Around I         Special-I       0070
Take The Block Around II        Special-I       0071
Take The Block Around III       Special-I       0072
Take The Block Around IV        Special-I       0073
Take The Block Around...        Beginner-I      0687
Take The Garbage Out            Sokoban-I       1493
Take The Stairs                 Beginner-II     0644
take your stuff and go-ho!      LaserTank       0979
take your stuff and go-ho!2     LaserTank       0980
Take your time                  Beginner-I      0863
take your time 2                Challenge-I     1887
Takiawase                       Beginner-II     1351
Takin care of business          LaserTank       1093
Taktfahrplan am Apparat         Sokoban-I       0744
Talk Reduction                  Challenge-IV    0470
Talk Seduction                  Challenge-IV    0045
Tall is Doubled                 Challenge-IV    0756
Tall Reduction                  Challenge-IV    0677
Tall Seduction                  Beginner-II     0933
Tamahuaca                       Challenge-IV    1015
TAMBLE                          Challenge-I     1561
tambouilles                     Challenge-III   1885
tambourine                      Challenge-III   1281
Taming the anti-tanks           Challenge-II    1330
Tam-Tam                         Challenge-IV    0622
Tangential Mirror               Challenge-IV    1343
Tanger Port 17                  Challenge-II    0968
Tangled                         Challenge-I     1674
Tangling Mirrors                Challenge-II    1487
Tank Aisle                      Beginner-I      1621
Tank and cargo tunnels          Challenge-II    1332
tank digger                     Beginner-I      1778
Tank driving test               Challenge-II    1126
Tank Edge Counter I             Special-I       0178
Tank Edge Counter II            Special-I       0179
Tank Edge Counter III           Special-I       0180
Tank Fight!!!!!!!!!!            Beginner-I      0033
Tank Firgansermt                Challenge-II    0700
Tank Fortress                   LaserTank       0465
Tank Gates                      Challenge-I     0546
Tank Lab                        LaserTank       0436
Tank Malfunction                Beginner-I      0247
Tank Maze                       Challenge-I     1552
Tank Mint                       Challenge-I     0343
Tank Mover 1                    LaserTank       1103
Tank Mover 2                    LaserTank       1104
Tank Mover 3                    LaserTank       1114
Tank Mover 5                    LaserTank       1338
tank mover is good !!!          Beginner-II     0275
Tank Mover Stopping             Challenge-II    0765
Tank Movers                     LaserTank       1138
Tank Movers & you #1            LaserTank       1484
Tank Movers & you #2            LaserTank       1485
Tank Movers & You #3            LaserTank       1486
tank movers & you #4            LaserTank       1487
tank movers & you #5            LaserTank       1488
Tank movers and ice             Challenge-II    1284
Tank movers for relaxation      Challenge-II    0048
Tank Reduction                  Challenge-IV    0047
TANK ROOM                       LaserTank       0162
TANK ROOM 2                     Challenge-I     0060
TANK ROOM 3                     Beginner-II     0619
Tank Seduction                  Sokoban-II      0164
TANK SHOOT                      LaserTank       0330
Tank station                    Challenge-II    0111
Tank Terminal                   Sokoban-I       1425
Tank Termination Terminal       Challenge-III   1405
Tank to flag No1of 3            LaserTank       0933
tank to flag No2of 3            LaserTank       0934
tank to flag No3of 3            LaserTank       0935
Tank Trap                       Challenge-III   1592
tANK tROUBLES :)                Beginner-I      0718
Tank Under Fire                 Challenge-I     0255
Tank vs Tank                    Challenge-V     0444
Tank vs. Sniper                 Challenge-IV    0997
Tank vs. Sniper 2               Challenge-IV    0998
Tank War - Defeat!              Challenge-I     1129
Tank War - General Harrison     Challenge-I     1120
Tank War - Getting Started      Challenge-I     1121
Tank War - Hitting Hard         Challenge-I     1124
Tank War - Large Activity       Challenge-I     1128
Tank War - Oil Supply           Challenge-I     1125
Tank War - Prisoner             Challenge-I     1127
Tank War - Scattered Forces     Challenge-I     1123
Tank War - The First Mission    Challenge-I     1122
Tank War - Tunnel Battle        Challenge-I     1126
Tank War II - A Clue?           Challenge-I     1158
Tank War II - Backup            Challenge-I     1154
Tank War II - Battleground      Challenge-I     1162
Tank War II - Be Prepared       Challenge-I     1160
Tank War II - Hacked Data       Challenge-I     1155
Tank War II - In The Dark       Challenge-I     1159
Tank War II - Knowledge         Challenge-I     1156
Tank War II - Lead Astray?      Challenge-I     1157
Tank War II - The Day Before    Challenge-I     1161
Tank War II - Valuable Info     Challenge-I     1153
TANK YOUR PARTNER               LaserTank       0246
Tank-&-Block Conveyor           Beginner-II     0145
Tank, go to water               Beginner-I      0633
Tank, we may have a problem     Challenge-II    1690
Tank`s End                      LaserTank       1157
TankCrowd                       Challenge-II    0609
Tankdom                         LaserTank       1923
tankerie                        Challenge-IV    0544
Tanker's Lament                 Challenge-I     1360
Tankflag                        LaserTank       1239
Tankland Fun                    Beginner-I      0984
tank-mover                      Beginner-I      1999
Tankmover = Bad                 Sokoban-I       0260
Tankmover exam                  Beginner-I      1952
Tankmover test 1                Beginner-II     0436
Tankmover test 2                Beginner-II     0437
Tankmover test 3                Beginner-II     0438
Tankmover test 4                Beginner-II     0439
Tankmovers                      LaserTank       0746
Tankmovers-Enemies of friends   Challenge-II    0618
Tank-Mover-Tank-Mover           Challenge-III   1263
Tankoban                        LaserTank       0355
Tankoban II                     Sokoban-I       0454
Tankotomy                       Challenge-III   1993
Tanks                           LaserTank       0775
Tanks & Mirrors                 Challenge-I     0610
Tanks 1                         Beginner-II     0124
tanks and tunnels               Challenge-III   0754
Tank's braids                   Beginner-II     0179
Tanks for the Memories          Sokoban-I       2000
Tanks n Blocks                  Beginner-I      0908
Tanks of Water                  Beginner-II     0236
Tanks on water                  LaserTank       0428
Tanks Tenuous Traverse          Challenge-III   1556
Tanks!!! Don't Fall Asleep      Beginner-I      1730
Tanks, ice, mirrors, flag       Beginner-I      0593
Tanks, ice, water, flag         Beginner-I      0752
Tanks...Tanks...Tanks!!!        Challenge-I     1496
tanksalot                       Challenge-II    0343
TankTown                        Sokoban-I       1898
TankTown Alley                  Sokoban-I       1897
tanques não atrapalham          LaserTank       1424
tapis                           Challenge-III   0854
tapis roulant                   Beginner-I      0228
Taprobane                       Beginner-II     0598
Tarang Shah's autograph         Sokoban-II      0564
Tarang Shah's Sok-I #1649       Sokoban-II      0393
Tarantula                       Challenge-III   1935
Tardigrade                      Challenge-III   0366
TARG                            Beginner-II     1079
Target                          Beginner-I      1285
Target 2                        Beginner-I      1293
Target Acquired                 Challenge-I     0530
Target Practice                 LaserTank       1203
Tartarugas Ninjas               Beginner-I      1083
Tartarugas Ninjas II            Challenge-I     0708
Tartarugas Ninjas IV            Challenge-I     0709
Tartarugas Ninjas V             Beginner-I      0978
Tartarugas Ninjas VI            Beginner-I      0983
Task Reduction                  Sokoban-II      0238
Task Seduction                  Sokoban-II      0127
Taste Of Freedom                Challenge-IV    0031
Tax Reduction                   Challenge-IV    0676
Tax Reduction 2                 Challenge-IV    0689
Tax Seduction                   Sokoban-II      0125
Tchou tchou                     Sokoban-II      0428
Te voudrais                     Sokoban-I       1020
Team Work                       Challenge-III   1909
Tear - Where Callandor Is       Challenge-II    0555
Tearing Down the Walls          Sokoban-I       1636
Tears dropped into my beer      Challenge-II    0236
Teckel.                         Beginner-II     1108
Teddybear                       Beginner-II     0308
tedious                         LaserTank       0898
Tee for two                     LaserTank       1648
Tee'd Off                       Beginner-II     0651
TeenManyBalls                   Sokoban-I       0497
Tele Block                      Challenge-II    0986
Teleblock                       Beginner-II     0984
telekinesis                     LaserTank       0173
Teleport                        Challenge-II    0976
Teleport Compliance             Beginner-II     1345
Teleport Network                Sokoban-II      1376
teleportation game              Beginner-II     0042
teleportation level 2           Beginner-II     0047
Téléporteur                     Challenge-III   0354
Teleporting Tank                Challenge-II    1689
Teligana                        Challenge-II    1647
Tell me what to do !            Challenge-I     0923
Tell The Time...                Challenge-I     1007
Telleporting Bricks             Challenge-I     0870
Temple of Water(teletrasnport   Beginner-I      1854
Tempolingo                      Beginner-II     1046
Temporal Climber                Challenge-III   1325
Temporary Parking               Sokoban-II      1433
Temporary Storage               Challenge-V     0557
Temporary Stowage               Sokoban-II      1078
Temporary Victory               Challenge-I     0742
Tempus Fugit                    Beginner-II     1197
Ten flags to choose             Challenge-II    0252
TEN!!! (last number maybe)      Sokoban-I       0030
Tendency to Sokoban             Sokoban-I       0385
Tender Mercies                  Challenge-IV    0278
Tengoku                         Sokoban-I       1706
Teorem DESTROY                  Beginner-II     0722
TEPMOPEAKTOP                    Challenge-IV    0782
Terminal Euphoria               Challenge-IV    1124
Terminater                      Challenge-II    1099
Terminator                      Challenge-I     1778
Terminator 2                    Beginner-I      1183
TerminatorSpun                  Challenge-III   0047
Terminosity                     Challenge-IV    0279
Terminosity 2                   Challenge-IV    0280
Termites                        Challenge-III   1994
Terra Australis                 Sokoban-II      0499
TERRA's chaos                   Sokoban-I       0981
TERRA's portal                  Sokoban-I       0986
Terreno resbaloso               Challenge-IV    0481
Terrible Discovery              Challenge-III   1593
Terrifying Australis            Sokoban-II      0622
Terrifying face                 Challenge-II    1122
Terror Australis                Sokoban-II      0603
Terrorismo no Ar                Challenge-I     0108
Terrorismo no Mar               Challenge-II    0589
Terrorist attack?!              Challenge-II    0579
Test                            Beginner-I      0851
TEST 2                          Challenge-II    1357
Test By Iron & Bartok           Challenge-III   0002
Test Drive                      Challenge-III   1995
TEST LAB                        Beginner-II     0965
Test Lab 2                      Sokoban-II      0218
Test Level                      Beginner-I      0218
Test track                      Beginner-I      1331
Test Tunnell                    Beginner-I      1076
Test Tunnell II                 Beginner-I      1077
Testa di Rutor                  Challenge-III   0309
Testing ..1..2                  Challenge-III   1203
Testing ..3..4                  Challenge-III   1851
Testing ..5..6                  Challenge-III   1852
Tête de Méduse                  Challenge-II    0079
Tetris                          Challenge-I     0287
Tetris II                       Sokoban-I       1558
TETRIS III                      Beginner-II     0845
Tetris IV                       Sokoban-II      1423
Tetris Remix V2                 Sokoban-II      0469
Tetris tres                     Sokoban-II      0823
Tex Willer                      Challenge-I     0989
Texas's state maze              Beginner-I      1609
Thank God it's Christmas        Beginner-II     0380
That Important Mirror...        Challenge-I     0729
That Small Loop                 Challenge-II    1936
That takes a long time          LaserTank       1378
That´s is the end               Challenge-II    0036
That's A Bargain!               Challenge-II    0896
Thaumaptilon                    Challenge-IV    0199
Thaw.                           Beginner-II     0351
THE     BRICK    WALL           LaserTank       0249
THE  BAY .                      LaserTank       0286
The  Crazy                      LaserTank       1728
The  Girl.                      LaserTank       1512
THE  ROCK.                      LaserTank       0260
The "8"                         Challenge-I     1870
The "Invisible" Path            Beginner-II     0087
The "Key Lamall" Tower          Challenge-III   1520
The "mirror"                    Beginner-II     0007
The 10 days of death            Beginner-I      0198
The 10 Knights                  Challenge-II    0546
The 100 moves level             Beginner-I      0639
The 13-star Flag                Challenge-I     0363
The 15 rooms                    Challenge-III   0184
The 2 bridges                   LaserTank       0147
The 2 kitchens                  Sokoban-I       0971
The 2 sides of the coin...      Beginner-II     0005
The 2nd                         LaserTank       0626
The 2nd garden                  Challenge-I     1711
The 3 bedrooms                  Sokoban-I       0972
The 3 escalators                Beginner-I      1288
The 3 frozen blocks             LaserTank       0148
The 3 Moats                     LaserTank       0656
The 32 teams                    Challenge-IV    0056
The 4 halls                     Challenge-III   0185
The 4 Quarters                  LaserTank       0021
The 4 Terrain Sectors           Sokoban-I       1707
The 4 triangles                 LaserTank       0149
The 5th Corner                  LaserTank       0417
The 9 Levels of Hell            Sokoban-I       1794
The Abysmal Lake                Beginner-II     0587
The Abyss                       Challenge-II    1497
The accordion                   Challenge-IV    1519
The Advanced version of Cool    LaserTank       0588
The Adventures of Warp Tank     Challenge-II    1693
The Alamo                       Challenge-II    1016
The Alley                       Challenge-III   1313
The Allseeing Eye               Challenge-III   0718
The Amazing Kreskin             Beginner-II     0648
The amazone                     Special-I       0344
The amazone 2                   Special-I       0345
The amazone final               Special-I       0346
The American Island             LaserTank       1177
The Ancients                    Challenge-II    0394
The Anti-Movers Triumph         Sokoban-I       0559
The Anti-Tank Laser             Beginner-I      1126
The Anti-Tank Party             Challenge-I     1629
The Anti-tank to the right      Challenge-II    0607
The appearance deceive          LaserTank       1098
The April Fool                  Challenge-II    0731
The Aquaducts                   LaserTank       1070
The Arab nights.                Challenge-III   0910
the archers go down one /2.0    Special-I       0319
the archers go down one /4.0    Special-I       0320
The Arctic                      Challenge-II    1051
The Ark                         Sokoban-II      0038
The army                        Challenge-III   0817
THE ARTFUL DODGER 1             Challenge-II    0151
THE ARTFUL DODGER 10            Challenge-II    0160
THE ARTFUL DODGER 11            Challenge-II    0161
THE ARTFUL DODGER 12            Challenge-II    0162
THE ARTFUL DODGER 13            Challenge-II    0163
THE ARTFUL DODGER 14            Challenge-II    0164
THE ARTFUL DODGER 15            Challenge-II    0165
THE ARTFUL DODGER 16            Challenge-II    0166
THE ARTFUL DODGER 17            Challenge-II    0167
THE ARTFUL DODGER 2             Challenge-II    0152
THE ARTFUL DODGER 3             Challenge-II    0153
THE ARTFUL DODGER 4             Challenge-II    0154
THE ARTFUL DODGER 5             Challenge-II    0155
THE ARTFUL DODGER 6             Challenge-II    0156
THE ARTFUL DODGER 7             Challenge-II    0157
THE ARTFUL DODGER 8             Challenge-II    0158
THE ARTFUL DODGER 9             Challenge-II    0159
The Artic Ride                  Beginner-I      0077
The Atheists' Temple            Sokoban-I       1264
The Awkward                     LaserTank       1521
The Bad Mission                 Challenge-I     0448
The Band On The Wall            Beginner-I      1399
The Bank                        Challenge-I     0432
The Barracks                    Challenge-III   1940
The Barrier                     Challenge-I     1522
The Battle Of Actium            Challenge-II    0147
The Battle Of Alesia            Challenge-I     1429
The Battle Of Avarentum         Challenge-II    0773
The Battle Of Avaricum          Challenge-I     1428
The Battle Of Pharsalus         Challenge-I     1850
The Bay                         Challenge-I     0866
the bay # 2.                    LaserTank       0299
the beach                       Challenge-I     1305
The beach 2                     Beginner-II     0815
The Beach II                    Challenge-I     0309
The Beaches                     Sokoban-I       0434
The Beauty and the Beasts       Challenge-II    1626
The Beehive                     Challenge-III   1937
The Begining                    Beginner-I      1423
The Beginning                   Beginner-II     0669
the best tectics                Challenge-V     0006
The BIG "K"                     Challenge-IV    1467
The Big A                       Beginner-I      0031
The Big Anti-Tank.              Beginner-II     1262
the big crossing                LaserTank       1665
The big dip                     Challenge-II    1652
The Big Easy                    Challenge-I     0649
The big eight                   Challenge-II    1890
The big H                       Beginner-I      0159
The Big House 1                 Challenge-I     1828
The Big House 2                 Challenge-I     1829
The Big House 3                 Challenge-I     1830
The Big Kahuna                  Challenge-III   1732
the big L                       Challenge-I     1866
The big lake                    Sokoban-I       0230
the big mess                    Challenge-I     0091
The big plane                   Challenge-IV    1469
The big red line                Beginner-I      1287
The big S                       Beginner-I      0158
The Big Tower                   Challenge-II    0452
The Big Track                   Beginner-II     1106
The Big X                       LaserTank       1969
The bi-garded lake              Challenge-II    1009
The Biggest Anti-Tank           Challenge-III   1472
The bird and its nest           Challenge-II    1465
The Birthday Gift               Sokoban-II      0776
The Black Scorpions             Challenge-III   1473
The Block                       Challenge-III   0937
The Block Final                 Special-I       0019
The Block I                     Special-I       0263
The Block II                    Special-I       0012
The Block III                   Special-I       0013
The block is in                 Beginner-II     0013
The block is out                Beginner-II     0014
The Block IV                    Special-I       0014
The Block IX                    Special-I       0018
The Block Mirrors I             Beginner-I      0283
The Block Mirrors II            Beginner-I      0284
The Block Mirrors III           Beginner-I      0285
The Block Mirrors IV            Beginner-I      0286
The Block Mirrors V             Beginner-I      0287
The Block Pump                  Challenge-IV    0298
The Block Sorter                Challenge-IV    0297
The Block Tunnels               Beginner-I      0597
The Block V                     Special-I       0015
The Block VI                    Special-I       0150
The Block VII                   Special-I       0016
The Block VIII                  Special-I       0017
The Blockade                    Challenge-I     0522
The Blockade 2                  Challenge-I     0523
The Blockade 3                  Challenge-I     0524
The Blockade 4                  Challenge-I     0525
The Blockade 5                  Challenge-I     0526
The blocked sink                LaserTank       0620
The blocks are stuck            Challenge-IV    0018
The Blocks Of Doom              Beginner-I      1284
The Blue Fields                 Sokoban-I       0365
The Blue Key                    Challenge-III   1933
The boat                        Challenge-II    0023
The Bomb                        Beginner-I      1332
The border                      Challenge-III   1116
The Boring Mission              Special-I       0184
The Boss                        Beginner-I      1356
The box of mystery              Challenge-II    1820
The Brains 1                    Challenge-II    0521
The Brains 2                    Challenge-II    0522
The Brains 3                    Beginner-I      1148
The Brains 4                    Beginner-I      1149
The Brave Will Prevail          Challenge-III   0970
The Brave Will Prevail II       Sokoban-I       1383
The break ride                  Beginner-I      1995
The Breath Taker                Challenge-II    0981
The brick hunt                  Sokoban-I       0764
The brick labyrint              Beginner-I      0837
The Brick Land                  Beginner-II     0916
The Bricked Elevator            Sokoban-I       0672
The Brickhouse                  Challenge-II    1509
The Bridge                      LaserTank       1076
The Bridge II                   Challenge-I     1300
The bridge III                  Beginner-I      0137
The bridge is ruinned           Beginner-I      0853
The bridge IV                   Beginner-I      1109
The Bridge Mission              Challenge-I     0477
The Bridge of Scranje           Sokoban-I       1459
The Bridge of Scranje II        Sokoban-I       1460
The Bridge of Scranje III       Sokoban-I       1751
The Bridge V                    Beginner-I      1217
The Bridge VI                   Beginner-I      1513
The Bringer of War              Challenge-II    1772
The Broken Conveyor             Challenge-I     1228
The Broken Star                 LaserTank       1313
The Building                    Challenge-I     0445
The Butterfly Effect            Challenge-IV    0438
the calamity island             Beginner-I      1105
The Camerun Project             Special-I       0390
The Captive                     Challenge-II    0806
The Castel Climber              LaserTank       1613
The castel in the ice           Challenge-III   0726
The Castle                      LaserTank       0013
The Castle - Entrance           Beginner-II     0735
The Castle - Floor 1            Challenge-IV    0127
The Castle 2                    Challenge-I     1578
The Castle 3                    Beginner-I      1118
The Castle 4                    Beginner-I      1837
The Castle of DV06              Beginner-II     0820
The castle of Wittringen        Challenge-I     0220
The castle turret # 2.          Challenge-I     0086
The castle turret.              LaserTank       0255
The cathedral                   Special-I       0337
the cave                        Challenge-I     0982
The Cave Of Knowledge           Challenge-II    0395
The Centre of AT-Tension        Challenge-IV    0838
The Centre of AT-Tension 2      Challenge-IV    0839
The Chamber(s) of Secrets       Challenge-III   0518
The Chambers                    Sokoban-I       0825
The channel                     Beginner-I      1113
The Chase                       Challenge-I     1000
The Checkerboard Relay          LaserTank       1170
The Children.                   Beginner-II     1232
The chimeny                     Challenge-I     0331
The chimp's race                Special-I       0347
the chinese bridge              Sokoban-I       0619
The Circle Lake                 LaserTank       0745
The city of mess                Challenge-I     0221
THE CLAW                        Beginner-I      1015
The Climb                       Challenge-II    1493
The Cloud And The Volcano       Challenge-III   1519
The cock Robin                  Challenge-III   1860
The Coffin                      Challenge-I     1310
The cold house                  Challenge-III   1270
The cold part                   Beginner-I      1878
The Collector                   Challenge-I     0407
The Comms Satellite             Challenge-I     0271
The Compund                     Challenge-II    0709
The Conveyor-Maze               Beginner-I      0580
The corner                      Beginner-I      1839
The Cornerstone                 Challenge-II    1054
The Corporate Greasy Pole       Challenge-IV    1118
The Corridor                    Challenge-II    0224
The Courtroom Dance             LaserTank       0240
The Crazy Pavement              LaserTank       0289
The Crazy Terrorists            Challenge-I     0967
The creator of life             Beginner-I      1997
The Criss-Cross River           Challenge-I     0991
The Crooked Path                Challenge-III   1939
The crooky island               Challenge-III   0603
The cross                       Beginner-I      0164
The Cross II                    Beginner-II     0579
The Cross of Changes            LaserTank       0362
The cross of thin ice           Challenge-II    1911
The Crossroads                  LaserTank       0062
The Crusaders                   Challenge-V     0604
The Crystal Block               Beginner-I      0566
The Crystal Skull               LaserTank       0213
The Dagger                      LaserTank       0501
The damned file                 Beginner-I      0185
The Dangerous Roundabout        Sokoban-II      1476
The Database                    Sokoban-I       0637
The Day After Tomorrow          Challenge-III   0522
The Dead Ascend to Heaven       Challenge-IV    0414
The Deadly Highway              Beginner-I      0757
The Deadly sea                  Challenge-II    1583
The Death River                 LaserTank       0464
The delicious beet              LaserTank       1520
The Den                         Beginner-I      1308
The dentist                     Challenge-I     0307
The despair house               Challenge-III   0824
The Dezenove                    Challenge-II    0530
The Diagonal of darkness        Sokoban-I       0997
The diagonal of square          Sokoban-I       1002
the dino river                  Challenge-II    0126
the dinos nil                   Special-I       0146
The Dirty Dozen                 Challenge-I     1285
The Display Vault               Challenge-V     0106
The DJ level                    Beginner-II     0673
The dog                         LaserTank       1647
The ''doolhof'' mission         Beginner-I      0216
The Door                        Beginner-II     0479
The Double Helix                Challenge-III   1936
The Ducky's Journey             Challenge-I     0009
The Duel                        Challenge-II    0447
The Dump                        Beginner-II     0573
The Dump 2                      Beginner-II     1294
The Earthworm                   Challenge-I     1503
the easiest level               Beginner-I      0499
The easiest of the easy         Challenge-IV    0041
The Eastenders                  LaserTank       1830
The Eastern Star                Challenge-IV    0819
The Easy Level                  LaserTank       1971
